,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
24010,2014_630309_MOCCASIN HILL,140260,MOCCASIN HILL,WF,2535,U,FALSE,7/13/14 15:11,194,,0,Timber (Grass and Understory),,630309,6,,,,,,42.5202778,-121.5075,"4 miles North of Sprague River, OR",OR,3264201,2014,FS,35,0,0,35,0,17,0,0,7/19/14 14:00,2014_140260_MOCCASIN HILL,7,,0,,,,33,1561.2357142857143,8,7/16/14 23:00,197,362.75,7/15/14 23:00,196,7/14/14 23:00,195,2000,7/14/14 20:45,195,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_630309_MOCCASIN HILL,[300133938],1,['OR4252012150720140713-MOCCASIN HILL'],194,202,['Missing data/not specified/undetermined'],2578,"[{'ID': 300133938, 'MTBS_ID': 'OR4252012150720140713(MOCCASIN HILL)', 'COORDS': (42.52028, -121.5075), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2578.0, 'DISC': 194, 'CONT': 202.0}]","[(42.52028, -121.5075)]",,1,1,1,300133938,42.52028,-121.5075,OR4252012150720140713(MOCCASIN HILL),"(42.52028, -121.5075)",110934,1697.383407,424.3458517,1432.16725,-121.4949561,42.53958333
24021,2014_634498_BIG CAMP,014016,BIG CAMP,WF,845,L,FALSE,7/14/14 6:22,195,,0,Southern Rough,,634498,0,,,,,,30.396111100000002,-82.4408333,"15 miles northeast of Lake City, FL",FL,18000,2014,FS,0,0,0,0,0,0,,,7/15/14 16:00,2014_014016_BIG CAMP,2,,,,,,1,15,1,7/14/14 16:00,195,11,7/14/14 16:00,195,7/14/14 16:00,195,845,7/14/14 16:00,195,0,"['FS', 'FS']",FS,FS,100,2014_634498_BIG CAMP,[300006365],1,['FL3039608244120140714-BIG CAMP'],194,195,['Natural'],845,"[{'ID': 300006365, 'MTBS_ID': 'FL3039608244120140714(BIG CAMP)', 'COORDS': (30.39611111, -82.44083333), 'CAUSE': 'Natural', 'SIZE': 845.0, 'DISC': 194, 'CONT': 195.0}]","[(30.39611111, -82.44083333)]",,1,1,1,300006365,30.39611111,-82.44083333,FL3039608244120140714(BIG CAMP),"(30.39611111, -82.44083333)",110801,106.0864629,26.52161573,53.04323146,-82.43413308,30.39791666
24026,2014_634790_HURRICANE CREEK II,000486,Hurricane Creek II,WF,0.01,L,FALSE,7/14/14 12:22,195,,0,Timber (Litter and Understory),,634790,0,,,,Joseph,,45.3011111,-117.2994444,4.5 miles southwest of Joseph OR,OR,1,2014,FS,0,0,0,0,0,0,,,7/20/14 19:00,2014_000486_HURRICANE CREEK II,2,,,,,,3,74.75,3,7/19/14 19:00,200,74.75,7/19/14 19:00,200,7/19/14 19:00,200,0.002,7/19/14 19:00,200,5,"['MMS', 'FS']",MMS,FS,50,,,,,,,,,,,,,,,,,,,"(nan, nan)",110631,53.04323146,53.04323146,53.04323146,-117.485684,45.29375
24037,2014_637398_CALDER,000400,CALDER,WF,100,L,FALSE,7/14/14 2:29,195,,0,Timber (Litter and Understory),,637398,0,,,,"Crouch, Id",,44.0315,-115.8694,"8 MILES SE CROUCH, IDAHO",ID,5000,2014,FS,0,0,0,0,0,0,,,7/15/14 17:00,2014_000400_CALDER,2,,,25,,25,,24,,7/15/14 14:00,196,12,7/15/14 14:00,196,7/15/14 14:00,196,100,7/15/14 14:00,196,1,"['FS', 'FS']",FS,FS,100,2014_637398_CALDER,[300000693],1,['ID4408611596520140715-WHISKEY COMPLEX'],195,198,['Natural'],243,"[{'ID': 300000693, 'MTBS_ID': 'ID4408611596520140715(WHISKEY COMPLEX)', 'COORDS': (44.03138889, -115.86944440000002), 'CAUSE': 'Natural', 'SIZE': 243.0, 'DISC': 195, 'CONT': 198.0}]","[(44.03138889, -115.86944440000002)]",WHISKEY COMPLEX,1,1,1,300000693,44.03138889,-115.8694444,ID4408611596520140715(WHISKEY COMPLEX),"(44.03138889, -115.86944440000002)",,,,,,
24039,2014_638842_CARLTON COMPLEX,000534,CARLTON COMPLEX,WF,256108,L,TRUE,7/14/14 14:38,195,,0,Timber (Grass and Understory),,638842,42,,,,Carlton,,48.211388899999996,-120.1025,"5 miles SW of Okanogan, 7 miles South of Twisp, and 9 miles SW of Omak",WA,68800000,2014,MMS,467,0,0,471,1,325,0,0,8/29/14 5:00,2014_000534_CARLTON COMPLEX,47,TRUE,800,1103,50,1053,258.16666666666663,16460.362301587298,14.833333333333336,7/29/14 19:00,210,724.8166666666667,7/29/14 19:00,210,7/22/14 19:00,203,120351,7/18/14 19:00,199,8,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'C', 'C', 'C', 'C', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS']",FS,MMS,63.829787234042556,2014_638842_CARLTON COMPLEX,"[300028685, 300077015, 300077016, 300077017, 300138830]",5,['WA4821112010220140714-CARLTON COMPLEX'],195,322,['Natural' 'Missing data/not specified/undetermined'],256154.03000000003,"[{'ID': 300028685, 'MTBS_ID': 'WA4821112010220140714(CARLTON COMPLEX)', 'COORDS': (48.5111, -120.0881), 'CAUSE': 'Natural', 'SIZE': 255575.0, 'DISC': 195, 'CONT': 322.0}, {'ID': 300077015, 'COORDS': (48.1968, -120.1276), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 195, 'CONT': 41.0}, {'ID': 300077016, 'COORDS': (47.5981, -120.0847), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 195, 'CONT': 41.0}, {'ID': 300077017, 'COORDS': (48.2076, -120.0094), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 196, 'CONT': 41.0}, {'ID': 300138830, 'MTBS_ID': 'WA4821112010220140714(CARLTON COMPLEX)', 'COORDS': (48.4129, -120.146), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 579.0, 'DISC': 213, 'CONT': 41.0}]","[(48.5111, -120.0881), (48.1968, -120.1276), (47.5981, -120.0847), (48.2076, -120.0094), (48.4129, -120.146)]",CARLTON COMPLEX,2,5,1,300028685,48.5111,-120.0881,WA4821112010220140714(CARLTON COMPLEX),"(48.5111, -120.0881)",110938,241346.7032,10493.334920000001,90279.57995,-120.0645463,48.07708333
24050,2014_640394_HURRICANE CK,000477,HURRICANE CK,WF,1949,L,FALSE,7/14/14 7:38,195,,0,Timber (Litter and Understory),,640394,2,,,,Joseph,,45.3011111,-117.3033333,"4 Miles SW of Joseph, Oregon",OR,1220000,2014,MMS,0,0,0,0,0,0,0,0,10/3/14 20:00,2014_000477_HURRICANE CK,25,,0,15,,15,55,741.3333333333333,4,7/21/14 18:00,202,94,7/17/14 19:00,198,10/2/14 18:00,275,382,7/21/14 18:00,202,80,"['FS', 'FS', 'FS', 'FS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS']",FS,MMS,16,2014_640394_HURRICANE CK,[300005820],1,['OR4530111730320140714-HURRICANE CREEK'],195,260,['Natural'],1949,"[{'ID': 300005820, 'MTBS_ID': 'OR4530111730320140714(HURRICANE CREEK)', 'COORDS': (45.30083333, -117.30333329999999), 'CAUSE': 'Natural', 'SIZE': 1949.0, 'DISC': 195, 'CONT': 260.0}]","[(45.30083333, -117.30333329999999)]",,1,1,1,300005820,45.30083333,-117.3033333,OR4530111730320140714(HURRICANE CREEK),"(45.30083333, -117.30333329999999)",111084,1326.0807869999999,63.14670412,318.2593888,-117.2789158,45.28541666
24057,2014_646607_OSCAR CANYON,000301,OSCAR CANYON,WF,234,L,FALSE,7/13/14 17:46,194,,0,Tall Grass (2.5 feet),Wildfire,646607,0,,,,Post,,44.1975,-120.16,13 Miles E of Post,OR,50000,2014,FS,0,0,0,0,0,0,,,7/22/14 22:00,2014_000301_OSCAR CANYON,2,,,,,,1,32.333333333333336,1,7/18/14 20:00,199,22,7/18/14 20:00,199,7/18/14 20:00,199,46.8,7/18/14 20:00,199,5,"['FS', 'FS']",FS,FS,100,2014_646607_OSCAR CANYON,[300024399],1,,194,222,['Natural'],234,"[{'ID': 300024399, 'COORDS': (44.1975, -120.16), 'CAUSE': 'Natural', 'SIZE': 234.0, 'DISC': 194, 'CONT': 222.0}]","[(44.1975, -120.16)]",OCHOCO COMPLEX,1,1,0,300024399,44.1975,-120.16,,"(44.1975, -120.16)",,,,,,
24058,2014_646632_CAMBRIDGE,014017,CAMBRIDGE,WF,388,L,FALSE,7/16/14 15:47,197,,0,Brush (2 feet),"4 Miles NE of Downey, ID",646632,0,,,,,,42.4888889,-112.085,"Four Miles NE of Downey, ID",ID,225000,2014,FS,0,0,0,0,0,0,,,7/18/14 19:00,2014_014017_CAMBRIDGE,3,,,,,,,61.666666666666664,,7/16/14 19:00,197,32.166666666666664,7/16/14 19:00,197,7/17/14 19:00,198,325,7/16/14 19:00,197,1,"['FS', 'FS', 'FS']",FS,FS,100,2014_646632_CAMBRIDGE,[300014463],1,,197,199,['Natural'],381,"[{'ID': 300014463, 'COORDS': (42.4889, -112.085), 'CAUSE': 'Natural', 'SIZE': 381.0, 'DISC': 197, 'CONT': 199.0}]","[(42.4889, -112.085)]",,1,1,0,300014463,42.4889,-112.085,,"(42.4889, -112.085)",,,,,,
24079,2014_669666_CARIBOU CITY,014014,Caribou City,WF,66,L,FALSE,7/18/14 17:30,199,,0,Timber (Litter and Understory),,669666,0,,,,,,43.1152778,-111.265,"14 Miles South West of Alpine, WY",ID,600000,2014,M,0,0,0,0,0,0,,,9/30/14 18:00,2014_014014_CARIBOU CITY,10,,,3,,,,112.5,,7/20/14 18:00,201,39.5,7/20/14 18:00,201,9/30/14 18:00,273,7.5,7/20/14 18:00,201,74,"['M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M']",M,M,0,2014_669666_CARIBOU CITY,[300003527],1,,199,276,['Natural'],66,"[{'ID': 300003527, 'COORDS': (43.11527778, -111.2663889), 'CAUSE': 'Natural', 'SIZE': 66.0, 'DISC': 199, 'CONT': 276.0}]","[(43.11527778, -111.2663889)]",,1,1,0,300003527,43.11527778,-111.2663889,,"(43.11527778, -111.2663889)",,,,,,
24087,2014_673080_SYCAMORE,140474,Sycamore,WF,3852,L,FALSE,7/17/14 17:02,198,,0,Timber (Grass and Understory),,673080,0,,,,,,33.51888889999999,-109.1202778,Blue Range Primitive Area - Bear Valley,AZ,50000,2014,MMS,0,0,0,0,0,0,,,8/15/14 14:00,2014_140474_SYCAMORE,2,,,,,,2,9,2,7/21/14 15:00,202,9,7/21/14 15:00,202,8/15/14 14:00,227,200,7/21/14 15:00,202,29,"['MMS', 'MMS']",MMS,MMS,0,2014_673080_SYCAMORE,[300002470],1,['AZ3351910912020140717-SYCAMORE'],198,244,['Natural'],3852,"[{'ID': 300002470, 'MTBS_ID': 'AZ3351910912020140717(SYCAMORE)', 'COORDS': (33.51888889, -109.1202778), 'CAUSE': 'Natural', 'SIZE': 3852.0, 'DISC': 198, 'CONT': 244.0}]","[(33.51888889, -109.1202778)]",,1,1,1,300002470,33.51888889,-109.1202778,AZ3351910912020140717(SYCAMORE),"(33.51888889, -109.1202778)",111012,848.6917034,65.28397719,371.3026203,-109.1282918,33.51041666
24099,2014_682819_CARL'S HOLE,000195,CARL'S HOLE,WF,319,L,FALSE,7/22/14 17:46,203,,0,Timber (Litter and Understory),South of Rio Blanco Rd 24,682819,0,,,,Rangely,,40.0002778,-108.4883333,"About 15 mile ESE of Rangely, CO",CO,200000,2014,FS,0,0,0,0,0,0,,,8/20/14 19:00,2014_000195_CARL'S HOLE,6,,,,,,,110.66666666666666,,7/24/14 19:00,205,45.66666666666666,7/24/14 19:00,205,8/16/14 19:00,228,100,7/24/14 19:00,205,25,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_682819_CARL'S HOLE,[300012486],1,,203,217,['Natural'],319,"[{'ID': 300012486, 'COORDS': (40.0003, -108.4883), 'CAUSE': 'Natural', 'SIZE': 319.0, 'DISC': 203, 'CONT': 217.0}]","[(40.0003, -108.4883)]",,1,1,0,300012486,40.0003,-108.4883,,"(40.0003, -108.4883)",,,,,,
24106,2014_685450_KITTEN CANYON,000094,KITTEN CANYON,WF,3802,L,FALSE,7/23/14 17:20,204,,0,Brush (2 feet),,685450,0,,,,Ironside,,44.105277799999996,-117.98,15 mi. S of Ironside,OR,125000,2014,FS,0,0,0,0,0,0,,,7/25/14 1:00,2014_000094_KITTEN CANYON,2,,,1,,1,,3,,7/24/14 0:45,205,3,7/24/14 0:45,205,7/25/14 1:00,206,2400,7/24/14 0:45,205,2,"['FS', 'FS']",FS,FS,100,2014_685450_KITTEN CANYON,[300024939],1,['OR4410511798020140723-KITTEN CANYON'],204,219,['Natural'],4265,"[{'ID': 300024939, 'MTBS_ID': 'OR4410511798020140723(KITTEN CANYON)', 'COORDS': (44.0997, -117.9917), 'CAUSE': 'Natural', 'SIZE': 4265.0, 'DISC': 204, 'CONT': 219.0}]","[(44.0997, -117.9917)]",KITTEN COMPLEX,1,1,1,300024939,44.0997,-117.9917,OR4410511798020140723(KITTEN CANYON),"(44.0997, -117.9917)",111124,2652.161573,1326.0807869999999,2439.9886469999997,-118.032825,43.78958333
24115,2014_687972_CAMP CREEK,000093,CAMP CREEK,WF,6274,L,FALSE,7/23/14 19:24,204,,0,Brush (2 feet),,687972,0,,,,Juntura,,43.6022222,-117.9008333,11 mi. SE of Juntura,OR,1000000,2014,M,0,0,0,0,0,0,,,8/7/14 20:00,2014_000093_CAMP CREEK,6,,,1,,,,197.33333333333331,,7/24/14 0:45,205,52,7/25/14 6:00,206,7/26/14 6:00,207,4000,7/24/14 0:45,205,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'M']",FS,M,83.33333333333334,2014_687972_CAMP CREEK,[300024943],1,['OR4360211790120140724-CAMP CREEK'],204,219,['Natural'],6269,"[{'ID': 300024943, 'MTBS_ID': 'OR4360211790120140724(CAMP CREEK)', 'COORDS': (43.6547, -117.8187), 'CAUSE': 'Natural', 'SIZE': 6269.0, 'DISC': 204, 'CONT': 219.0}]","[(43.6547, -117.8187)]",,1,1,1,300024943,43.6547,-117.8187,OR4360211790120140724(CAMP CREEK),"(43.6547, -117.8187)",111095,2864.334499,954.7781663999999,2705.204805,-117.8083201,43.65208333
24128,2014_693446_CALF,000128,CALF,WF,1360,L,FALSE,7/24/14 16:48,205,,0,Timber (Grass and Understory),,693446,0,,,,,,47.1125,-107.7855556,"42 miles SW of Jordan, MT",MT,184330,2014,,0,0,0,0,0,0,,,7/27/14 8:00,2014_000128_CALF,2,,,,,,1,70.03333333333336,1,7/25/14 19:00,206,39.53333333333335,7/25/14 19:00,206,7/25/14 19:00,206,1360,7/25/14 19:00,206,1,"[nan, nan]",,,0,2014_693446_CALF,[300017690],1,['MT4711310778620140724-CALF'],205,209,['Natural'],1369.9,"[{'ID': 300017690, 'MTBS_ID': 'MT4711310778620140724(CALF)', 'COORDS': (47.11245, -107.78558000000001), 'CAUSE': 'Natural', 'SIZE': 1369.9, 'DISC': 205, 'CONT': 209.0}]","[(47.11245, -107.78558000000001)]",,1,1,1,300017690,47.11245,-107.78558,MT4711310778620140724(CALF),"(47.11245, -107.78558000000001)",,,,,,
24141,2014_702433_SPRING CANYON,000581,Spring Canyon,WF,0,H,FALSE,7/26/14 4:12,207,,0,Chaparral (6 feet),,702433,2,,,,Springville,,40.1627,-111.5686,East of Springville,UT,550000,2014,FS,0,0,0,0,0,0,0,0,7/29/14 22:00,2014_000581_SPRING CANYON,4,,0,50,,50,9,279.00000000000006,3,7/26/14 22:00,207,94.66666666666669,7/27/14 22:00,208,,,0,7/26/14 22:00,207,,"['FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_702433_SPRING CANYON,[300027521],1,,207,212,['Missing data/not specified/undetermined'],140,"[{'ID': 300027521, 'COORDS': (40.162694, -111.568591), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 140.0, 'DISC': 207, 'CONT': 212.0}]","[(40.162694, -111.568591)]",,1,1,0,300027521,40.162694,-111.568591,,"(40.162694, -111.568591)",,,,,,
24165,2014_725264_CHINA CAP,000672,China Cap,WF,1115,L,FALSE,7/29/14 12:09,210,,0,Timber (Litter and Understory),,725264,0,,,,,,45.1872222,-117.4991667,"25 miles east of La Grande, OR",OR,139542,2014,MMS,0,0,0,0,0,0,,,10/2/14 19:00,2014_000672_CHINA CAP,15,,,,,,16,43,8,7/29/14 22:00,210,17,7/29/14 22:00,210,9/20/14 21:00,263,195,7/30/14 22:00,211,53,"['FS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS']",FS,MMS,6.666666666666667,2014_725264_CHINA CAP,[300005821],1,['OR4518711749920140729-CHINA CAP'],210,258,['Natural'],945,"[{'ID': 300005821, 'MTBS_ID': 'OR4518711749920140729(CHINA CAP)', 'COORDS': (45.18722222, -117.49916670000002), 'CAUSE': 'Natural', 'SIZE': 945.0, 'DISC': 210, 'CONT': 258.0}]","[(45.18722222, -117.49916670000002)]",,1,1,1,300005821,45.18722222,-117.4991667,OR4518711749920140729(CHINA CAP),"(45.18722222, -117.49916670000002)",111270,424.3458517,42.43458517,212.1729259,-117.4897623,45.18125
24201,2014_739551_0667 CASTLE FIRE,000667,0667 CASTLE FIRE,WF,16,L,FALSE,8/1/14 14:31,213,,0,Timber (Grass and Understory),,739551,0,,,,,,44.6538889,-121.5477778,"Incident is located 25 mile north of Sisters, Oregon.",OR,684000,2014,FS,0,0,0,0,0,0,,,8/28/14 0:00,2014_000667_0667 CASTLE FIRE,5,,,101,,35,8,249.47619047619045,4,8/4/14 20:00,216,96.64285714285714,8/4/14 20:00,216,8/2/14 23:00,214,16,8/2/14 23:00,214,1,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_739551_0667 CASTLE FIRE,[300000425],1,,213,233,['Natural'],16,"[{'ID': 300000425, 'COORDS': (44.65722222, -121.5497222), 'CAUSE': 'Natural', 'SIZE': 16.0, 'DISC': 213, 'CONT': 233.0}]","[(44.65722222, -121.5497222)]",,1,1,0,300000425,44.65722222,-121.5497222,,"(44.65722222, -121.5497222)",111763,106.0864629,17.68107715,53.04323146,-121.1109046,44.77291666
24204,2014_743542_MACARONI,000352,Macaroni,WF,10.2,L,FALSE,8/1/14 21:25,213,,0,Timber (Grass and Understory),,743542,0,,,,,,46.2833,-115.3793,"30 miles NE of Kooskia, ID",ID,1100,2014,MMS,0,0,0,0,0,0,,,8/28/14 21:00,2014_000352_MACARONI,5,,,,,,,5,,8/7/14 18:00,219,1,8/7/14 18:00,219,8/21/14 12:00,233,1.4214285714285713,8/21/14 12:00,233,20,"['MMS', 'MMS', 'MMS', 'MMS', 'MMS']",MMS,MMS,0,2014_743542_MACARONI,[300000028],1,,213,269,['Natural'],10.2,"[{'ID': 300000028, 'COORDS': (46.28333333, -115.37916670000001), 'CAUSE': 'Natural', 'SIZE': 10.2, 'DISC': 213, 'CONT': 269.0}]","[(46.28333333, -115.37916670000001)]",OLD MAN COMPLEX,1,1,0,300000028,46.28333333,-115.3791667,,"(46.28333333, -115.37916670000001)",,,,,,
24214,2014_747605_CAMP CREEK COMPLEX,140678,Camp Creek Complex,WF,292,L,TRUE,8/3/14 1:00,215,,0,Timber (Litter and Understory),,747605,0,,,,30 Miles Ne Medford,,42.6133333,-122.3716667,High Cascades Ranger District USFS; Medford District BLM; ODF; Crater Lake NP,OR,5290000,2014,C,0,0,0,0,0,0,,,8/25/14 16:00,2014_140678_CAMP CREEK COMPLEX,14,,,,,,30,2690.0765873015876,4,8/6/14 1:00,218,346.625,8/8/14 0:00,220,8/4/14 0:00,216,146,8/4/14 0:00,216,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'C', 'C']",FS,C,85.71428571428571,2014_747605_CAMP CREEK COMPLEX,,,,,,,,,,,,,,,,,,"(nan, nan)",111538,106.0864629,106.0864629,106.0864629,-122.1390817,42.31041666
24216,2014_750232_SNAG CANYON,000559,SNAG CANYON,WF,12599,L,FALSE,8/2/14 20:55,214,,0,Timber (Litter and Understory),,750232,34,,,,Ellensburg,,47.153611100000006,-120.55,Approximately 12 miles north of Ellensburg,WA,14686320,2014,FS,22,0,1,22,0,10,0,0,8/27/14 19:30,2014_000559_SNAG CANYON,25,TRUE,400,279,,279,108.5,4337.214285714284,9,8/12/14 22:00,224,319.61904761904765,8/11/14 22:00,223,8/12/14 22:00,224,2906,8/6/14 22:00,218,10,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_750232_SNAG CANYON,[300028701],1,['WA4715412055020140803-SNAG CANYON'],214,247,['Natural'],12595,"[{'ID': 300028701, 'MTBS_ID': 'WA4715412055020140803(SNAG CANYON)', 'COORDS': (47.1506, -120.4931), 'CAUSE': 'Natural', 'SIZE': 12595.0, 'DISC': 214, 'CONT': 247.0}]","[(47.1506, -120.4931)]",,1,1,1,300028701,47.1506,-120.4931,WA4715412055020140803(SNAG CANYON),"(47.1506, -120.4931)",111227,9441.695201,472.08475999999996,2864.334499,-120.4468084,47.15208333
24224,2014_751272_UPPER MICA COMPLEX,032016,UPPER MICA COMPLEX,WF,265,L,TRUE,8/3/14 18:00,215,,0,Heavy Logging Slash,Fire in heavy slash and timber.,751272,0,,,,St. Maries,,47.2088889,-116.1958333,"15 Miles east of St. Maries, ID",ID,3500000,2014,FS,0,0,0,0,0,0,,,8/15/14 20:00,2014_032016_UPPER MICA COMPLEX,13,,,,,,11.5,1233.6452380952383,1.5,8/8/14 2:45,220,150.71428571428572,8/6/14 3:00,218,8/9/14 1:45,221,120,8/4/14 4:00,216,6,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_751272_UPPER MICA COMPLEX,"[300076281, 300076282, 300076283, 300116263]",4,,214,226,['Natural' 'Arson/incendiarism'],265,"[{'ID': 300076281, 'COORDS': (47.22976733, -116.20083559999999), 'CAUSE': 'Natural', 'SIZE': 109.0, 'DISC': 214, 'CONT': 226.0}, {'ID': 300076282, 'COORDS': (47.1874802, -116.18821740000001), 'CAUSE': 'Natural', 'SIZE': 131.0, 'DISC': 215, 'CONT': 226.0}, {'ID': 300076283, 'COORDS': (47.18381148, -116.209402), 'CAUSE': 'Natural', 'SIZE': 23.0, 'DISC': 215, 'CONT': 226.0}, {'ID': 300116263, 'COORDS': (47.1909754, -116.246651), 'CAUSE': 'Arson/incendiarism', 'SIZE': 2.0, 'DISC': 221, 'CONT': 221.0}]","[(47.22976733, -116.20083559999999), (47.1874802, -116.18821740000001), (47.18381148, -116.209402), (47.1909754, -116.246651)]",UPPER MICA COMPLEX,2,4,0,300076282,47.1874802,-116.1882174,,"(47.1874802, -116.18821740000001)",,,,,,
24247,2014_776210_AVOCADO CREEK WF,140060,AVOCADO CREEK WF,WF,505,L,FALSE,8/7/14 9:56,219,,0,Tall Grass (2.5 feet),,776210,0,,,,,,25.4183333,-80.9516667,"30 miles west of Homestead, FL in the Coastal Prairies ENP",FL,30000,2014,M,0,0,0,0,0,0,,,8/9/14 17:00,2014_140060_AVOCADO CREEK WF,2,,,,,,2,16,1,8/8/14 17:00,220,8,8/8/14 17:00,220,8/8/14 17:00,220,505,8/8/14 17:00,220,1,"['MMS', 'M']",MMS,M,0,2014_776210_AVOCADO CREEK WF,[300013613],1,,219,223,['Natural'],505,"[{'ID': 300013613, 'COORDS': (25.41539, -80.95128000000001), 'CAUSE': 'Natural', 'SIZE': 505.0, 'DISC': 219, 'CONT': 223.0}]","[(25.41539, -80.95128000000001)]",,1,1,0,300013613,25.41539,-80.95128,,"(25.41539, -80.95128000000001)",111604,106.0864629,106.0864629,106.0864629,-80.77608854,25.26041666
24261,2014_776826_MOCCASIN,S201450219,Moccasin,WF,216,H,FALSE,4/18/14 15:00,108,,0,Timber (Litter and Understory),,776826,0,,,,,,38.0583333,-81.5069444,3.5 miles W of Red Warrior,WV,960,2014,FS,0,0,0,0,0,0,,,4/18/14 22:45,2014_S201450219_MOCCASIN,1,,,,,,,,,4/18/14 22:45,108,,4/18/14 22:45,108,4/18/14 22:45,108,216,4/18/14 22:45,108,0,['FS'],FS,FS,100,2014_776826_MOCCASIN,[300114555],1,,108,108,['Arson/incendiarism'],216,"[{'ID': 300114555, 'COORDS': (38.05829266, -81.50686176), 'CAUSE': 'Arson/incendiarism', 'SIZE': 216.0, 'DISC': 108, 'CONT': 108.0}]","[(38.05829266, -81.50686176)]",,1,1,0,300114555,38.05829266,-81.50686176,,"(38.05829266, -81.50686176)",,,,,,
